單字 (Word),詞性 (POS),中文翻譯 (Translation),例句 (Example),已背過 (Learned),Learned,Status,Appeared
dictatorship,n.,專政,,FALSE,FALSE,,FALSE
diesel,n.,柴油機,,FALSE,FALSE,,FALSE
differentiate,v.,區分,,FALSE,FALSE,,FALSE
diplomacy,n.,外交,,FALSE,FALSE,,FALSE
directive,n.,指示,,FALSE,FALSE,,FALSE
disable,v.,禁用,,FALSE,FALSE,,FALSE
disastrous,adj.,災難性的,,FALSE,FALSE,,FALSE
disbelief,n.,懷疑,,FALSE,FALSE,,FALSE
disciple,n.,弟子,,FALSE,FALSE,,FALSE
disciplinary,adj.,紀律處分,,FALSE,FALSE,,FALSE
disclosure,n.,披露,,FALSE,FALSE,,FALSE
discreet,adj.,慎重,,FALSE,FALSE,,FALSE
dispensable,adj.,可有可無的,,FALSE,FALSE,,FALSE
dispense,v.,分配,,FALSE,FALSE,,FALSE
disposal,n.,處理,,FALSE,FALSE,,FALSE
dispose,v.,處置,,FALSE,FALSE,,FALSE
dissent,n.,異議,,FALSE,FALSE,,FALSE
distraction,n.,分散注意力,,FALSE,FALSE,,FALSE
foe,n.,敵人,,FALSE,FALSE,,FALSE
folklore,n.,民俗學,,FALSE,FALSE,,FALSE
formidable,adj.,強大,,FALSE,FALSE,,FALSE
formulate,v.,制定,,FALSE,FALSE,,FALSE
forsake,v.,背叛,,FALSE,FALSE,,FALSE
forthcoming,adj.,即將推出,,FALSE,FALSE,,FALSE
fortify,v.,強化,,FALSE,FALSE,,FALSE
fowl,n.,雞,,FALSE,FALSE,,FALSE
fragrance,n.,香味,,FALSE,FALSE,,FALSE
fragrant,adj.,香,,FALSE,FALSE,,FALSE
frantic,adj.,瘋狂的,,FALSE,FALSE,,FALSE
freeway,n.,高速公路,,FALSE,FALSE,,FALSE
friction,n.,摩擦,,FALSE,FALSE,,FALSE
fury,n.,憤怒,,FALSE,FALSE,,FALSE
gangster,n.,流氓,,FALSE,FALSE,,FALSE
garment,n.,服裝,,FALSE,FALSE,,FALSE
geographical,adj.,地理的,,FALSE,FALSE,,FALSE
geometry,n.,幾何學,,FALSE,FALSE,,FALSE
glacier,n.,冰川,,FALSE,FALSE,,FALSE
glamorous,adj.,迷人的,,FALSE,FALSE,,FALSE
glamour,n.,魅力,,FALSE,FALSE,,FALSE
goalkeeper,n.,守門員,,FALSE,FALSE,,FALSE
goodwill,n.,善意,,FALSE,FALSE,,FALSE
gorilla,n.,大猩猩,,FALSE,FALSE,,FALSE
invariably,adv.,總是,,FALSE,FALSE,,FALSE
ironic,adj.,諷刺的,,FALSE,FALSE,,FALSE
irritable,adj.,煩躁的,,FALSE,FALSE,,FALSE
irritate,v.,刺激,,FALSE,FALSE,,FALSE
isle,n.,小島,,FALSE,FALSE,,FALSE
ivy,n.,常春藤,,FALSE,FALSE,,FALSE
jade,n.,玉,,FALSE,FALSE,,FALSE
janitor,n.,看門人,,FALSE,FALSE,,FALSE
jasmine,n.,茉莉花,,FALSE,FALSE,,FALSE
joyous,adj.,歡樂,,FALSE,FALSE,,FALSE
junction,n.,交界處,,FALSE,FALSE,,FALSE
kindle,v.,點燃,,FALSE,FALSE,,FALSE
knowledgeable,adj.,知識淵博的,,FALSE,FALSE,,FALSE
lad,n.,小伙子,,FALSE,FALSE,,FALSE
landlady,n.,房東,,FALSE,FALSE,,FALSE
landslide,n.,滑坡,,FALSE,FALSE,,FALSE
latitude,n.,緯度,,FALSE,FALSE,,FALSE
lavish,adj.,奢侈的,,FALSE,FALSE,,FALSE
layman,n.,外行,,FALSE,FALSE,,FALSE
layout,n.,佈局,,FALSE,FALSE,,FALSE
lease,n.,租,,FALSE,FALSE,,FALSE
legislator,n.,立法者,,FALSE,FALSE,,FALSE
lengthy,adj.,冗長,,FALSE,FALSE,,FALSE
lesbian,adj.,女同性戀,,FALSE,FALSE,,FALSE
lessen,v.,減少,,FALSE,FALSE,,FALSE
lethal,adj.,致命,,FALSE,FALSE,,FALSE
liable,adj.,容易,,FALSE,FALSE,,FALSE
liberate,v.,解放,,FALSE,FALSE,,FALSE
liberation,n.,解放,,FALSE,FALSE,,FALSE
lieutenant,n.,中尉,,FALSE,FALSE,,FALSE
lifelong,adj.,終身,,FALSE,FALSE,,FALSE
lighten,v.,減輕,,FALSE,FALSE,,FALSE
liner,n.,襯墊,,FALSE,FALSE,,FALSE
nostril,n.,鼻孔,,FALSE,FALSE,,FALSE
notorious,adj.,臭名昭著,,FALSE,FALSE,,FALSE
novice,n.,新手,,FALSE,FALSE,,FALSE
nucleus,n.,核,,FALSE,FALSE,,FALSE
oasis,n.,綠洲,,FALSE,FALSE,,FALSE
oath,n.,誓言,,FALSE,FALSE,,FALSE
oatmeal,n.,麥片,,FALSE,FALSE,,FALSE
oblige,v.,義務,,FALSE,FALSE,,FALSE
obsess,v.,纏住,,FALSE,FALSE,,FALSE
obstinate,adj.,頑固,,FALSE,FALSE,,FALSE
occurrence,n.,發生,,FALSE,FALSE,,FALSE
octopus,n.,章魚,,FALSE,FALSE,,FALSE
odor,n.,氣味,,FALSE,FALSE,,FALSE
offshore,adj.,離岸,,FALSE,FALSE,,FALSE
offspring,n.,後代,,FALSE,FALSE,,FALSE
operative,adj.,操作性的,,FALSE,FALSE,,FALSE
oppress,v.,壓迫,,FALSE,FALSE,,FALSE
oppression,n.,壓迫,,FALSE,FALSE,,FALSE
ordeal,n.,考驗,,FALSE,FALSE,,FALSE
organizer,n.,組織者,,FALSE,FALSE,,FALSE
originate,v.,起源,,FALSE,FALSE,,FALSE
orphanage,n.,孤兒院,,FALSE,FALSE,,FALSE
orthodox,adj.,正統,,FALSE,FALSE,,FALSE
ounce,n.,盎司,,FALSE,FALSE,,FALSE
outbreak,n.,爆發,,FALSE,FALSE,,FALSE
outgoing,adj.,外向的,,FALSE,FALSE,,FALSE
outing,n.,郊遊,,FALSE,FALSE,,FALSE
outlook,n.,前景,,FALSE,FALSE,,FALSE
outnumber,v.,數量多於,,FALSE,FALSE,,FALSE
outrageous,adj.,令人髮指的,,FALSE,FALSE,,FALSE
psychiatry,n.,精神病學,,FALSE,FALSE,,FALSE
psychic,adj.,精神,,FALSE,FALSE,,FALSE
psychotherapy,n.,心理治療,,FALSE,FALSE,,FALSE
publicize,v.,宣傳,,FALSE,FALSE,,FALSE
punctual,adj.,準時,,FALSE,FALSE,,FALSE
purify,v.,淨化,,FALSE,FALSE,,FALSE
purity,n.,純度,,FALSE,FALSE,,FALSE
qualification,n.,資質,,FALSE,FALSE,,FALSE
radioactive,adj.,放射性的,,FALSE,FALSE,,FALSE
radish,n.,蘿蔔,,FALSE,FALSE,,FALSE
radius,n.,半徑,,FALSE,FALSE,,FALSE
rap,n.,饒舌,,FALSE,FALSE,,FALSE
ratify,v.,批准,,FALSE,FALSE,,FALSE
realization,n.,實現,,FALSE,FALSE,,FALSE
reap,v.,收穫,,FALSE,FALSE,,FALSE
reckless,adj.,魯莽,,FALSE,FALSE,,FALSE
reckon,v.,估計,,FALSE,FALSE,,FALSE
reconcile,v.,調和,,FALSE,FALSE,,FALSE
recreational,adj.,休閒的,,FALSE,FALSE,,FALSE
redundancy,n.,冗餘,,FALSE,FALSE,,FALSE
reef,n.,礁,,FALSE,FALSE,,FALSE
referendum,n.,公投,,FALSE,FALSE,,FALSE
reflective,adj.,反光的,,FALSE,FALSE,,FALSE
refreshment(s),n.,茶點）,,FALSE,FALSE,,FALSE
refute,v.,反駁,,FALSE,FALSE,,FALSE
rehabilitate,v.,恢復,,FALSE,FALSE,,FALSE
rehearse,v.,排練,,FALSE,FALSE,,FALSE
rejoice,v.,麾,,FALSE,FALSE,,FALSE
relentless,adj.,狠,,FALSE,FALSE,,FALSE
reliance,n.,依賴,,FALSE,FALSE,,FALSE
sociable,adj.,善於交際,,FALSE,FALSE,,FALSE
socialism,n.,社會主義,,FALSE,FALSE,,FALSE
socialist,n.,社會主義者,,FALSE,FALSE,,FALSE
socialize,v.,社交,,FALSE,FALSE,,FALSE
sociology,n.,社會學,,FALSE,FALSE,,FALSE
solemn,adj.,莊嚴,,FALSE,FALSE,,FALSE
solidarity,n.,團結,,FALSE,FALSE,,FALSE
solitude,n.,孤獨,,FALSE,FALSE,,FALSE
soothe,v.,舒緩,,FALSE,FALSE,,FALSE
sorrowful,adj.,悲傷,,FALSE,FALSE,,FALSE
spacecraft/spaceship,n.,航天器/宇宙飛船,,FALSE,FALSE,,FALSE
sparrow,n.,麻雀,,FALSE,FALSE,,FALSE
spectacle,n.,奇觀,,FALSE,FALSE,,FALSE
splendor,n.,輝煌,,FALSE,FALSE,,FALSE
spokeswoman,n.,發言人,,FALSE,FALSE,,FALSE
superstitious,adj.,迷信的,,FALSE,FALSE,,FALSE
spontaneous,adj.,自發的,,FALSE,FALSE,,FALSE
n,n.,n,,FALSE,FALSE,,FALSE
sportsmanship,n.,體育精神,,FALSE,FALSE,,FALSE
surgical,adj.,外科,,FALSE,FALSE,,FALSE
surname,n.,姓,,FALSE,FALSE,,FALSE
surpass,v.,超過,,FALSE,FALSE,,FALSE
stabilize,v.,穩定,,FALSE,FALSE,,FALSE
suspense,n.,懸念,,FALSE,FALSE,,FALSE
suspension,n.,暫停,,FALSE,FALSE,,FALSE
starvation,n.,飢餓,,FALSE,FALSE,,FALSE
statesman,n.,政治家,,FALSE,FALSE,,FALSE
symbolize,v.,象徵,,FALSE,FALSE,,FALSE
stationary,adj.,固定式,,FALSE,FALSE,,FALSE
symmetry,n.,對稱,,FALSE,FALSE,,FALSE
stationery,n.,靜止的,,FALSE,FALSE,,FALSE
sympathize,v.,同情,,FALSE,FALSE,,FALSE
stature,n.,身材,,FALSE,FALSE,,FALSE
symphony,n.,交響樂,,FALSE,FALSE,,FALSE
statute,n.,法令,,FALSE,FALSE,,FALSE
synonym,n.,代名詞,,FALSE,FALSE,,FALSE
stepchild,n.,繼子女,,FALSE,FALSE,,FALSE
stepfather,n.,繼父,,FALSE,FALSE,,FALSE
syrup,n.,糖漿,,FALSE,FALSE,,FALSE
stepmother,n.,後媽,,FALSE,FALSE,,FALSE
stimulation,n.,刺激,,FALSE,FALSE,,FALSE
tedious,adj.,乏味,,FALSE,FALSE,,FALSE
strait,n.,海峽,,FALSE,FALSE,,FALSE
uprising,n.,起義,,FALSE,FALSE,,FALSE
upward,adj.,向上,,FALSE,FALSE,,FALSE
upward/upwards,adv.,向上/向上,,FALSE,FALSE,,FALSE
urgency,n.,緊迫性,,FALSE,FALSE,,FALSE
utensil,n.,用具,,FALSE,FALSE,,FALSE
vaccine,n.,疫苗,,FALSE,FALSE,,FALSE
vanilla,n.,香草,,FALSE,FALSE,,FALSE
vanity,n.,虛榮,,FALSE,FALSE,,FALSE
vapor,n.,汽,,FALSE,FALSE,,FALSE
versatile,adj.,多才多藝的,,FALSE,FALSE,,FALSE
veterinarian/vet,n.,獸醫/獸醫,,FALSE,FALSE,,FALSE
vibrate,v.,顫動,,FALSE,FALSE,,FALSE
vibration,n.,振動,,FALSE,FALSE,,FALSE
vice,n.,副,,FALSE,FALSE,,FALSE
victor,n.,勝利者,,FALSE,FALSE,,FALSE
vigor,n.,活力,,FALSE,FALSE,,FALSE
vigorous,adj.,蓬勃,,FALSE,FALSE,,FALSE
villa,n.,別墅,,FALSE,FALSE,,FALSE
villain,n.,惡棍,,FALSE,FALSE,,FALSE
vine,n.,藤,,FALSE,FALSE,,FALSE
vineyard,n.,葡萄園,,FALSE,FALSE,,FALSE
violinist,n.,小提琴家,,FALSE,FALSE,,FALSE
vitality,n.,活力,,FALSE,FALSE,,FALSE
vocation,n.,職業,,FALSE,FALSE,,FALSE
vocational,adj.,職業,,FALSE,FALSE,,FALSE
vowel,n.,元音,,FALSE,FALSE,,FALSE
walnut,n.,核桃,,FALSE,FALSE,,FALSE
wardrobe,n.,衣櫃,,FALSE,FALSE,,FALSE
warrant,n.,保證,,FALSE,FALSE,,FALSE
warranty,n.,保修單,,FALSE,FALSE,,FALSE
accidental,adj.,偶然,,FALSE,FALSE,,FALSE
a/an,art.,一個/一個,,FALSE,FALSE,,FALSE
ability,n.,能力,,FALSE,FALSE,,FALSE
able,adj.,有能力的,,FALSE,FALSE,,FALSE
accountant,n.,會計,,FALSE,FALSE,,FALSE
accuracy,n.,準確性,,FALSE,FALSE,,FALSE
abroad,adv.,國外,,FALSE,FALSE,,FALSE
accuse,v.,控,,FALSE,FALSE,,FALSE
absence,n.,缺席,,FALSE,FALSE,,FALSE
absolute,adj.,絕對,,FALSE,FALSE,,FALSE
absorb,v.,吸收,,FALSE,FALSE,,FALSE
abstract,adj.,抽象的,,FALSE,FALSE,,FALSE
acquaint,v.,認識,,FALSE,FALSE,,FALSE
acquaintance,n.,熟人,,FALSE,FALSE,,FALSE
acquire,v.,獲得,,FALSE,FALSE,,FALSE
academic,adj.,學術的,,FALSE,FALSE,,FALSE
acquisition,n.,獲得,,FALSE,FALSE,,FALSE
accent,n.,口音,,FALSE,FALSE,,FALSE
accept,v.,接受,,FALSE,FALSE,,FALSE
action,n.,行動,,FALSE,FALSE,,FALSE
active,adj.,積極的,,FALSE,FALSE,,FALSE
acceptance,n.,驗收,,FALSE,FALSE,,FALSE
activist,n.,活動家,,FALSE,FALSE,,FALSE
activity,n.,活動,,FALSE,FALSE,,FALSE
actor/actress,n.,男演員/女演員,,FALSE,FALSE,,FALSE
actual,adj.,實際的,,FALSE,FALSE,,FALSE
accident,n.,事故,,FALSE,FALSE,,FALSE
affair,n.,事務,,FALSE,FALSE,,FALSE
affect,v.,影響,,FALSE,FALSE,,FALSE
affection,n.,感情,,FALSE,FALSE,,FALSE
afraid,adj.,害怕的,,FALSE,FALSE,,FALSE
afternoon,n.,下午,,FALSE,FALSE,,FALSE
again,adv.,再次,,FALSE,FALSE,,FALSE
against,prep.,反對,,FALSE,FALSE,,FALSE
agency,n.,機構,,FALSE,FALSE,,FALSE
agenda,n.,議程,,FALSE,FALSE,,FALSE
agent,n.,代理人,,FALSE,FALSE,,FALSE
aggression,n.,侵略,,FALSE,FALSE,,FALSE
aggressive,adj.,挑釁的,,FALSE,FALSE,,FALSE
ago,adv.,前,,FALSE,FALSE,,FALSE
agony,n.,痛苦,,FALSE,FALSE,,FALSE
agreeable,adj.,令人愉快的,,FALSE,FALSE,,FALSE
agricultural,adj.,農業,,FALSE,FALSE,,FALSE
ahead,adv.,前面,,FALSE,FALSE,,FALSE
air,n.,空氣,,FALSE,FALSE,,FALSE
aircraft,n.,飛機,,FALSE,FALSE,,FALSE
airplane/plane,n.,飛機/飛機,,FALSE,FALSE,,FALSE
airport,n.,飛機場,,FALSE,FALSE,,FALSE
aisle,n.,走道,,FALSE,FALSE,,FALSE
album,n.,專輯,,FALSE,FALSE,,FALSE
alcohol,n.,酒精,,FALSE,FALSE,,FALSE
anxiety,n.,焦慮,,FALSE,FALSE,,FALSE
anybody/anyone,pron.,任何人/任何人,,FALSE,FALSE,,FALSE
anything,pron.,任何事物,,FALSE,FALSE,,FALSE
anytime,adv.,隨時,,FALSE,FALSE,,FALSE
anyway,adv.,反正,,FALSE,FALSE,,FALSE
anywhere/anyplace,adv.,任何地方/任何地方,,FALSE,FALSE,,FALSE
apartment,n.,公寓,,FALSE,FALSE,,FALSE
ape,n.,猿,,FALSE,FALSE,,FALSE
apology,n.,道歉,,FALSE,FALSE,,FALSE
apparent,adj.,明顯的,,FALSE,FALSE,,FALSE
appear,v.,出現,,FALSE,FALSE,,FALSE
appearance,n.,外貌,,FALSE,FALSE,,FALSE
appetite,n.,食慾,,FALSE,FALSE,,FALSE
apple,n.,蘋果,,FALSE,FALSE,,FALSE
applicant,n.,申請人,,FALSE,FALSE,,FALSE
application,n.,應用,,FALSE,FALSE,,FALSE
apply,v.,申請,,FALSE,FALSE,,FALSE
appreciate,v.,欣賞,,FALSE,FALSE,,FALSE
appreciation,n.,欣賞,,FALSE,FALSE,,FALSE
appropriate,adj.,合適的,,FALSE,FALSE,,FALSE
approval,n.,贊同,,FALSE,FALSE,,FALSE
attention,n.,注意力,,FALSE,FALSE,,FALSE
attraction,n.,景點,,FALSE,FALSE,,FALSE
audience,n.,觀眾,,FALSE,FALSE,,FALSE
audio,adj.,聲音的,,FALSE,FALSE,,FALSE
audit,n.,審計,,FALSE,FALSE,,FALSE
auditorium,n.,禮堂,,FALSE,FALSE,,FALSE
aunt,n.,阿姨,,FALSE,FALSE,,FALSE
authentic,adj.,真正的,,FALSE,FALSE,,FALSE
authority,n.,權威,,FALSE,FALSE,,FALSE
autobiography,n.,自傳,,FALSE,FALSE,,FALSE
automatic,adj.,自動的,,FALSE,FALSE,,FALSE
automobile/auto,n.,汽車/汽車,,FALSE,FALSE,,FALSE
available,adj.,可用的,,FALSE,FALSE,,FALSE
avenue,n.,大街,,FALSE,FALSE,,FALSE
avert,v.,避免,,FALSE,FALSE,,FALSE
aviation,n.,航空,,FALSE,FALSE,,FALSE
avoid,v.,避免,,FALSE,FALSE,,FALSE
await,v.,等待,,FALSE,FALSE,,FALSE
awaken,v.,喚醒,,FALSE,FALSE,,FALSE
aware,adj.,意識到的,,FALSE,FALSE,,FALSE
away,adv.,離開,,FALSE,FALSE,,FALSE
awesome,adj.,驚人的,,FALSE,FALSE,,FALSE
awful,adj.,可怕,,FALSE,FALSE,,FALSE
awhile,adv.,一會兒,,FALSE,FALSE,,FALSE
awkward,adj.,尷尬的,,FALSE,FALSE,,FALSE
beautiful,adj.,美麗的,,FALSE,FALSE,,FALSE
beautify,v.,美化,,FALSE,FALSE,,FALSE
beauty,n.,美麗,,FALSE,FALSE,,FALSE
because,conj.,因為,,FALSE,FALSE,,FALSE
become,v.,變得,,FALSE,FALSE,,FALSE
bed,n.,床,,FALSE,FALSE,,FALSE
bedroom,n.,臥室,,FALSE,FALSE,,FALSE
bee,n.,蜜蜂,,FALSE,FALSE,,FALSE
beef,n.,牛肉,,FALSE,FALSE,,FALSE
beer,n.,啤酒,,FALSE,FALSE,,FALSE
beforehand,adv.,預先,,FALSE,FALSE,,FALSE
beg,v.,求,,FALSE,FALSE,,FALSE
begin,v.,開始,,FALSE,FALSE,,FALSE
beginner,n.,初學者,,FALSE,FALSE,,FALSE
behalf,n.,代表,,FALSE,FALSE,,FALSE
behave,v.,表現,,FALSE,FALSE,,FALSE
being,n.,存在,,FALSE,FALSE,,FALSE
belief,n.,信仰,,FALSE,FALSE,,FALSE
believe,v.,相信,,FALSE,FALSE,,FALSE
bell,n.,鐘,,FALSE,FALSE,,FALSE
belong,v.,屬於,,FALSE,FALSE,,FALSE
belongings,n.,財物,,FALSE,FALSE,,FALSE
bench,n.,長椅,,FALSE,FALSE,,FALSE
beneficial,adj.,有利,,FALSE,FALSE,,FALSE
beside,prep.,旁,,FALSE,FALSE,,FALSE
born,adj.,出生,,FALSE,FALSE,,FALSE
borrow,v.,借,,FALSE,FALSE,,FALSE
bosom,n.,懷,,FALSE,FALSE,,FALSE
boulevard,n.,大道,,FALSE,FALSE,,FALSE
boundary,n.,邊界,,FALSE,FALSE,,FALSE
bowl,n.,碗,,FALSE,FALSE,,FALSE
bowling,n.,保齡球,,FALSE,FALSE,,FALSE
boxer,n.,拳擊手,,FALSE,FALSE,,FALSE
boxing,n.,拳擊,,FALSE,FALSE,,FALSE
boy,n.,男生,,FALSE,FALSE,,FALSE
brain,n.,腦,,FALSE,FALSE,,FALSE
brand,n.,品牌,,FALSE,FALSE,,FALSE
brassiere/bra,n.,胸罩/胸罩,,FALSE,FALSE,,FALSE
brave,adj.,勇敢的,,FALSE,FALSE,,FALSE
bravery,n.,勇敢,,FALSE,FALSE,,FALSE
bread,n.,麵包,,FALSE,FALSE,,FALSE
breadth,n.,寬度,,FALSE,FALSE,,FALSE
breakdown,n.,分解,,FALSE,FALSE,,FALSE
breakthrough,n.,突破,,FALSE,FALSE,,FALSE
cabbage,n.,高麗菜,,FALSE,FALSE,,FALSE
breakup,n.,拆散,,FALSE,FALSE,,FALSE
cabin,n.,艙,,FALSE,FALSE,,FALSE
breast,n.,胸部,,FALSE,FALSE,,FALSE
breath,n.,氣息,,FALSE,FALSE,,FALSE
breathe,v.,呼吸,,FALSE,FALSE,,FALSE
caf?/cafe,n.,咖啡館/咖啡館,,FALSE,FALSE,,FALSE
cafeteria,n.,自助餐廳,,FALSE,FALSE,,FALSE
caffeine,n.,咖啡因,,FALSE,FALSE,,FALSE
cake,n.,蛋糕,,FALSE,FALSE,,FALSE
calcium,n.,鈣,,FALSE,FALSE,,FALSE
calculator,n.,計算機,,FALSE,FALSE,,FALSE
calendar,n.,日曆,,FALSE,FALSE,,FALSE
camel,n.,駱駝,,FALSE,FALSE,,FALSE
camera,n.,相機,,FALSE,FALSE,,FALSE
campus,n.,校園,,FALSE,FALSE,,FALSE
canal,n.,運河,,FALSE,FALSE,,FALSE
cancel,v.,取消,,FALSE,FALSE,,FALSE
cancer,n.,癌症,,FALSE,FALSE,,FALSE
candle,n.,蠟燭,,FALSE,FALSE,,FALSE
canyon,n.,峽谷,,FALSE,FALSE,,FALSE
capability,n.,能力,,FALSE,FALSE,,FALSE
capable,adj.,有能力的,,FALSE,FALSE,,FALSE
capitalist,n.,資本家,,FALSE,FALSE,,FALSE
captain,n.,隊長,,FALSE,FALSE,,FALSE
chamber,n.,室,,FALSE,FALSE,,FALSE
championship,n.,錦標賽,,FALSE,FALSE,,FALSE
chaos,n.,混亂,,FALSE,FALSE,,FALSE
chapel,n.,教堂,,FALSE,FALSE,,FALSE
chapter,n.,章,,FALSE,FALSE,,FALSE
character,n.,特點,,FALSE,FALSE,,FALSE
characterize,v.,表徵,,FALSE,FALSE,,FALSE
charity,n.,慈善事業,,FALSE,FALSE,,FALSE
chart,n.,圖表,,FALSE,FALSE,,FALSE
cheese,n.,起司,,FALSE,FALSE,,FALSE
chef,n.,廚師,,FALSE,FALSE,,FALSE
chemistry,n.,化學,,FALSE,FALSE,,FALSE
cherish,v.,珍惜,,FALSE,FALSE,,FALSE
chess,n.,棋,,FALSE,FALSE,,FALSE
chicken,n.,雞,,FALSE,FALSE,,FALSE
child,n.,孩子,,FALSE,FALSE,,FALSE
closure,n.,關閉,,FALSE,FALSE,,FALSE
cloth,n.,布,,FALSE,FALSE,,FALSE
clothes,n.,衣服,,FALSE,FALSE,,FALSE
clothing,n.,衣服,,FALSE,FALSE,,FALSE
cloud,n.,雲,,FALSE,FALSE,,FALSE
cloudy,adj.,多雲,,FALSE,FALSE,,FALSE
clumsy,adj.,笨拙,,FALSE,FALSE,,FALSE
coal,n.,煤炭,,FALSE,FALSE,,FALSE
coalition,n.,聯盟,,FALSE,FALSE,,FALSE
coarse,adj.,粗,,FALSE,FALSE,,FALSE
coast,n.,海岸,,FALSE,FALSE,,FALSE
coastline,n.,海岸線,,FALSE,FALSE,,FALSE
cocaine,n.,古柯鹼,,FALSE,FALSE,,FALSE
cockroach/roach,n.,蟑螂/蟑螂,,FALSE,FALSE,,FALSE
cocoa,n.,可可,,FALSE,FALSE,,FALSE
coffee,n.,咖啡,,FALSE,FALSE,,FALSE
coffin,n.,棺材,,FALSE,FALSE,,FALSE
cognitive,adj.,認知的,,FALSE,FALSE,,FALSE
coherent,adj.,相干,,FALSE,FALSE,,FALSE
coincidence,n.,巧合,,FALSE,FALSE,,FALSE
cola/Coke,n.,可樂/可樂,,FALSE,FALSE,,FALSE
collaboration,n.,合作,,FALSE,FALSE,,FALSE
collar,n.,衣領,,FALSE,FALSE,,FALSE
colleague,n.,同事,,FALSE,FALSE,,FALSE
compose,v.,撰寫,,FALSE,FALSE,,FALSE
composer,n.,作曲家,,FALSE,FALSE,,FALSE
composition,n.,作品,,FALSE,FALSE,,FALSE
comprehensive,adj.,綜合的,,FALSE,FALSE,,FALSE
compute,v.,計算,,FALSE,FALSE,,FALSE
computer,n.,電腦,,FALSE,FALSE,,FALSE
computerize,v.,計算機化,,FALSE,FALSE,,FALSE
comrade,n.,同志,,FALSE,FALSE,,FALSE
concentrate,v.,集中,,FALSE,FALSE,,FALSE
concentration,n.,專注,,FALSE,FALSE,,FALSE
concept,n.,概念,,FALSE,FALSE,,FALSE
concerning,prep.,有關,,FALSE,FALSE,,FALSE
concert,n.,音樂會,,FALSE,FALSE,,FALSE
concession,n.,讓步,,FALSE,FALSE,,FALSE
concise,adj.,簡潔的,,FALSE,FALSE,,FALSE
conclude,v.,得出結論,,FALSE,FALSE,,FALSE
conclusion,n.,結論,,FALSE,FALSE,,FALSE
condense,v.,凝結,,FALSE,FALSE,,FALSE
conductor,n.,導體,,FALSE,FALSE,,FALSE
cone,n.,錐體,,FALSE,FALSE,,FALSE
conference,n.,會議,,FALSE,FALSE,,FALSE
confess,v.,承認,,FALSE,FALSE,,FALSE
contradiction,n.,矛盾,,FALSE,FALSE,,FALSE
controller,n.,控制器,,FALSE,FALSE,,FALSE
controversial,adj.,有爭議的,,FALSE,FALSE,,FALSE
controversy,n.,爭議,,FALSE,FALSE,,FALSE
convene,v.,召開,,FALSE,FALSE,,FALSE
convenient,adj.,方便的,,FALSE,FALSE,,FALSE
conversation,n.,對話,,FALSE,FALSE,,FALSE
conversion,n.,轉換,,FALSE,FALSE,,FALSE
convert,v.,轉變,,FALSE,FALSE,,FALSE
conviction,n.,定罪,,FALSE,FALSE,,FALSE
cooker,n.,炊具,,FALSE,FALSE,,FALSE
cookie,n.,餅乾,,FALSE,FALSE,,FALSE
core,n.,核,,FALSE,FALSE,,FALSE
corn,n.,玉米,,FALSE,FALSE,,FALSE
corner,n.,角落,,FALSE,FALSE,,FALSE
corporate,adj.,公司的,,FALSE,FALSE,,FALSE
crocodile,n.,鱷魚,,FALSE,FALSE,,FALSE
crossing,n.,穿越,,FALSE,FALSE,,FALSE
crow,n.,烏鴉,,FALSE,FALSE,,FALSE
crucial,adj.,至關重要的,,FALSE,FALSE,,FALSE
crude,adj.,原油,,FALSE,FALSE,,FALSE
cruel,adj.,殘忍的,,FALSE,FALSE,,FALSE
crutch,n.,拐杖,,FALSE,FALSE,,FALSE
dairy,n.,乳製品,,FALSE,FALSE,,FALSE
cub,n.,幼獸,,FALSE,FALSE,,FALSE
cucumber,n.,黃瓜,,FALSE,FALSE,,FALSE
dancer,n.,舞蹈家,,FALSE,FALSE,,FALSE
danger,n.,危險,,FALSE,FALSE,,FALSE
cuisine,n.,美食,,FALSE,FALSE,,FALSE
dangerous,adj.,危險的,,FALSE,FALSE,,FALSE
cultivate,v.,培育,,FALSE,FALSE,,FALSE
cultural,adj.,文化,,FALSE,FALSE,,FALSE
culture,n.,文化,,FALSE,FALSE,,FALSE
cumulative,adj.,累計,,FALSE,FALSE,,FALSE
data,n.,數據,,FALSE,FALSE,,FALSE
cup,n.,杯子,,FALSE,FALSE,,FALSE
database,n.,資料庫,,FALSE,FALSE,,FALSE
cupboard,n.,櫥櫃,,FALSE,FALSE,,FALSE
daughter,n.,女兒,,FALSE,FALSE,,FALSE
curfew,n.,宵禁,,FALSE,FALSE,,FALSE
day,n.,天,,FALSE,FALSE,,FALSE
curiosity,n.,好奇心,,FALSE,FALSE,,FALSE
curious,adj.,好奇的,,FALSE,FALSE,,FALSE
dead,adj.,死的,,FALSE,FALSE,,FALSE
deadline,n.,最後期限,,FALSE,FALSE,,FALSE
currency,n.,貨幣,,FALSE,FALSE,,FALSE
defiance,n.,蔑視,,FALSE,FALSE,,FALSE
deficit,n.,赤字,,FALSE,FALSE,,FALSE
define,v.,定義,,FALSE,FALSE,,FALSE
definite,adj.,定,,FALSE,FALSE,,FALSE
definition,n.,定義,,FALSE,FALSE,,FALSE
definitive,adj.,確定的,,FALSE,FALSE,,FALSE
defy,v.,違抗,,FALSE,FALSE,,FALSE
degree,n.,程度,,FALSE,FALSE,,FALSE
delegation,n.,代表團,,FALSE,FALSE,,FALSE
